男装cafe&bar haco.,http://concafenavi.com/haco/,店名,男装cafe＆bar haco.,ジャンル,男装cafe＆bar（コンセプトカフェ・コンカフェ）,TEL,"03-6452-4123
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都渋谷区恵比寿南2-3-15　インペリアルビル4F,交通手段,恵比寿駅より徒歩3分　徒歩ルート（Google map）,営業時間,"月～金 20:00-翌4:30
土曜日 20:00-翌4:30
日曜日 18:00-23:30",定休日,—,予算,"2,000円～",支払い方法,クレジットカード可,席数,—,予約,可,貸切,可,団体利用,可,飲酒,可,禁煙・喫煙,—,駐車場,—,Wifi・無線LAN,—,外国語メニュー,—,ホームページ,https://harunaoshima.wixsite.com/haruohaco,備考,—,クーポン,コンカフェナビ見たで「–」
ENTRY（エントリー）池袋店,http://concafenavi.com/cafe-entry-ikebukuro/,店名,ENTRY（エントリー）池袋店,ジャンル,カジュアルメイドカフェ,TEL,"03-5928-4420
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都豊島区南池袋2丁目13-10　南池袋山本ビル地下1階,交通手段,池袋駅より徒歩6分　徒歩ルート（Google map）,営業時間,"月曜日～木曜日　15:00〜LAST
日曜日　　　　　15:00〜LAST
金・土・祝前日　15:00〜LAST",定休日,年中無休,予算,"3,000円",支払い方法,クレジットカード可,席数,26席（カウンター6席、テーブル20席）,予約,可,貸切,可,団体利用,可,飲酒,可,禁煙・喫煙,可　（喫煙コーナーご用意しております）,駐車場,—,Wifi・無線LAN,あり,外国語メニュー,無し,利用シーン,一緒にワイワイ楽しむ / フード＆ドリンク / 個性的なサービス,サービス,オリジナルグッズ / オリジナル制服 / チェキ、写真が撮れる / 誕生日特典あり / ステージパフォーマンス / ポイントカードあり,ホームページ,https://cafe.entry.co.jp/,備考,—,クーポン,コンカフェナビ見たで「–」
ぷしゅかてーてる,http://concafenavi.com/psss-catheter/,店名,ぷしゅかてーてる,ジャンル,コンセプトカフェ（コンカフェ）,TEL,"080-6696-0917
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都豊島区東池袋1-7-11　VISPOINTビル4F,交通手段,池袋駅より徒歩2分　徒歩ルート（Google map）,営業時間,"平日　17:00～23:00
土日祝　14:00～23:00",定休日,年中無休,予算,—,支払い方法,クレジットカード可,席数,15席,予約,可,貸切,可,団体利用,可,飲酒,可,禁煙・喫煙,可,駐車場,—,Wifi・無線LAN,あり,外国語メニュー,あり,利用シーン,一緒にワイワイ楽しむ / マッタリした雰囲気 / 癒されたい / 男性向け / カップルでも楽しい / フード＆ドリンク / 個性的なサービス / 愛込め(おまじない),サービス,オリジナル制服 / クーポン有り / ポイントカードあり,ホームページ,http://psss-catheter.com/,備考,—,クーポン,コンカフェナビ見たで「–」
Mermaid（マーメイド）,http://concafenavi.com/mermaid/,店名,Mermaid（マーメイド）,ジャンル,メイドカフェ&バー（コンセプトカフェ・コンカフェ）,TEL,"080-8046-8966
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都千代田区外神田4-6-10　ワンサードレジデンス3階,交通手段,秋葉原駅から徒歩6分　徒歩ルート（Google map）,営業時間,16：00～LAST,定休日,年中無休,予算,"飲み放題
40分 3,000パール
以降40分 3,000パール
サービス料　10%
TAX　10%
自動延長制",支払い方法,—,席数,"25席
(カウンター7席、ボックス8席、テーブル10席)",予約,可,貸切,可,団体利用,可,飲酒,可,禁煙・喫煙,可,駐車場,—,Wifi・無線LAN,あり,外国語メニュー,あり,利用シーン,一緒にワイワイ楽しむ / 癒されたい / カップルでも楽しい / フード＆ドリンク / 個性的なサービス,サービス,オリジナル制服 / チェキ、写真が撮れる / コスプレ衣装に着替えられる,ホームページ,https://akiba-mermaid.com/,公式Twitter,—,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,—
みゃおみゃお,http://concafenavi.com/myaomyao/,店名,みゃおみゃお,ジャンル,コンセプトカフェ＆バー,TEL,"080-4297-0430
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都千代田区神田佐久間町1丁目16-1　大橋ビル603,交通手段,秋葉原駅 から徒歩２分　徒歩ルート（Google map）,営業時間,OPEN〜翌5:00,定休日,—,予算,"チャージ料金500円＋ワンドリンク制 / 30分
飲み放題（チャージ代込み）1,780円 / 40分
※21時以降はお会計の10%を深夜料金として頂きます",支払い方法,—,席数,—,予約,—,貸切,—,団体利用,—,飲酒,—,禁煙・喫煙,—,駐車場,—,Wifi・無線LAN,—,外国語メニュー,—,利用シーン,—,サービス,—,ホームページ,https://www.myaomyao.net/,公式Twitter,https://twitter.com/cafebarmyaomyao,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,—
アキバ絶対領域,http://concafenavi.com/akibazettai/,店名,アキバ絶対領域,ジャンル,メイドカフェ＆バー（コンセプトカフェ・コンカフェ）,TEL,"03-6260-9435
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都千代田区外神田1-6-3　アキバあそび館2F,交通手段,秋葉原駅より徒歩４分　徒歩ルート（Google map）,営業時間,12:00~22:00,定休日,年中無休,予算,"¥600/60分
1ドリンクオーダー制
※60分を超えますと延長となります。
※延長の際は追加で1ドリンクのご注文をお願いします。",支払い方法,クレジットカード可,席数,"25席
（カウンター7席、テーブル18席）",予約,予約可,貸切,可（20人以下可）,団体利用,—,飲酒,可,禁煙・喫煙,"分煙
（店舗入り口に喫煙スペース有）",駐車場,無し,Wifi・無線LAN,—,外国語メニュー,—,利用シーン,—,サービス,—,ホームページ,https://akibazettai.com/,公式Twitter,—,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,—
エスポワール,http://concafenavi.com/espoir-akb/,店名,エスポワール,ジャンル,メイド喫茶（コンセプトカフェ・コンカフェ）,TEL,"03-6820-2263
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都千代田区外神田4-6-10　ワンサードレジデンスビル8F,交通手段,秋葉原駅より徒歩6分　徒歩ルート（Google map）,営業時間,14:00～23:00,定休日,年中無休,予算,"¥800 / 60分
ワンドリンクオーダー制
※60分を超えると自動延長となり¥800のチャージ料がかかります。
※延長の際は追加で1ドリンクの注文をお願い致します。",支払い方法,—,席数,—,予約,—,貸切,—,団体利用,—,飲酒,可,禁煙・喫煙,—,駐車場,—,Wifi・無線LAN,—,外国語メニュー,—,利用シーン,—,サービス,—,ホームページ,"グループ公式HP
https://meltybrown.com/",公式Twitter,—,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,—
アフィリア・スターズ,http://concafenavi.com/afilia-stars/,店名,アフィリア・スターズ,ジャンル,ダイニング（コンセプトダイニング）,TEL,"03-6804-6344
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都港区六本木3-11-10　ココ六本木ビル6F,交通手段,六本木駅より徒歩1分　徒歩ルート（Google map）,営業時間,"平日
18:00～5:00（フードL.O. 4:00／ドリンクL.O. 4:30）
土日祝日
17:00～5:00（フードL.O. 4:00／ドリンクL.O. 4:30）",定休日,なし,予算,"1時間毎に1,100円（女性600円）のテーブルチャージ",支払い方法,クレジットカード可（JCB、AMEX、Diners、VISA、MASTER）,席数,44席,予約,—,貸切,可（20人以下可、20人～50人可）,団体利用,—,飲酒,可,禁煙・喫煙,全面喫煙可,駐車場,無し,Wifi・無線LAN,—,外国語メニュー,—,利用シーン,—,サービス,—,ホームページ,https://afilia.jp/shop/stars/,公式Twitter,—,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,"—
「コンカフェナビ」を見たと言うとスムーズです♪"
めいどりーみん 秋葉原 アイドル通り店,http://concafenavi.com/maidreamin-idoldori/,店名,めいどりーみん 秋葉原 アイドル通り店,ジャンル,メイドカフェ,TEL,"03-6206-8180
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都千代田区外神田4-4-2　共益外神田第一ビル4F,交通手段,"JR各線「秋葉原駅」より徒歩3分　徒歩ルート（Google map）
東京メトロ銀座線「末広町駅」より徒歩2分　徒歩ルート（Google map）",営業時間,"月～金　　　11:30～23:00
土日・祝日　10:30～23:00",定休日,年中無休,予算,"1時間 500円 / 1オーダー
延長 500円 / 1オーダー",支払い方法,"クレジットカード可
銀聯カード利用可
電子決済「WeChatPay」「Alipay」「PayPay」がご利用頂けます。",席数,49席,予約,—,貸切,—,団体利用,—,飲酒,"もちろん飲めます。お酒を含め飲み放題は55種類から選べます。
シャンパンもワインなどもご用意しております。",禁煙・喫煙,全席禁煙／喫煙スペース有り,駐車場,—,Wifi・無線LAN,あり,外国語メニュー,—,ホームページ,https://maidreamin.com/shop/detail.html?id=3
スターライトノベル,http://concafenavi.com/starlightnovel/,店名,スターライトノベル,ジャンル,お星さまコンセプトのメイド喫茶（コンセプトカフェ・コンカフェ）,TEL,"03-6206-8726
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都千代田区外神田4-6-2　いすゞビル8F,交通手段,秋葉原駅から徒歩6分　徒歩ルート（Google map）,営業時間,"月曜日～木曜日　１７：００～２３：００
金曜日　１７：００～翌５：００
土曜日　１２：００～翌５：００
日曜日　１２：００～２３：００
祝前日　１７：００～翌５：００",定休日,年中無休,予算,—,支払い方法,—,席数,—,予約,—,貸切,—,団体利用,—,飲酒,—,禁煙・喫煙,—,駐車場,—,Wifi・無線LAN,—,外国語メニュー,—,利用シーン,—,サービス,—,ホームページ,https://starlightnovel.jp/,公式Twitter,—,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,—
OLカフェ&バー 8style（エイトスタイル）,http://concafenavi.com/olcafe8style/,店名,OLカフェ&バー 8style（エイトスタイル）,ジャンル,OLコンセプトカフェ,TEL,"03-3255-5007
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都千代田区外神田3-6-17　フェニックスビル1F,交通手段,"秋葉原駅より徒歩9分　徒歩ルート（Google map）
末広町駅より徒歩3分　徒歩ルート（Google map）
湯島駅より徒歩6分　徒歩ルート（Google map）
御徒町駅より徒歩12分　徒歩ルート（Google map）",営業時間,"平日　15:00～23:00
土日祝 13:00～21:00",定休日,火曜日,予算,"約3,000円",支払い方法,クレジットカード可,席数,—,予約,—,貸切,可,団体利用,不可,飲酒,可,禁煙・喫煙,可,駐車場,—,Wifi・無線LAN,なし,外国語メニュー,なし,利用シーン,一緒にワイワイ楽しむ / マッタリした雰囲気 / 癒されたい / 男性向け / フード＆ドリンク / 個性的なサービス,サービス,オリジナルグッズ / チェキ、写真が撮れる / 指名が出来る / クーポン有り / 誕生日特典あり,ホームページ,https://www.olcafe8style.com/
ナチュラリア 渋谷店,http://concafenavi.com/s-naturalia-shibuya/,店名,ナチュラリア 渋谷店,ジャンル,すっぴんカフェバー（コンセプトカフェ・コンカフェ）,TEL,"03-6277-5673
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都渋谷区道玄坂2-10-12　新大宗ビル3号館6F,交通手段,渋谷駅より徒歩１分　徒歩ルート（Google map）,営業時間,16:00～24:00,定休日,年中無休,予算,"男性のお客様
16時～17時 10分300円(税別)飲み放題
17時～24時 10分400円(税別)飲み放題
チャージ 500円（会員登録により無料）
女性のお客様
10分200円(税別)飲み放題
チャージ 500円（会員登録により無料）",支払い方法,クレジットカード可,席数,57席,予約,可,貸切,可（応相談）,団体利用,可,飲酒,可,禁煙・喫煙,可（喫煙コーナーを設けております）,駐車場,近隣にコインパーキングあり,Wifi・無線LAN,無し,外国語メニュー,無し,利用シーン,一緒にワイワイ楽しむ / マッタリした雰囲気 / 癒されたい / フード＆ドリンク,サービス,オリジナルグッズ / チェキ、写真が撮れる / クーポン有り / 誕生日特典あり / ポイントカードあり,ホームページ,https://s-naturalia.com/,公式Twitter,—,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,"—
「コンカフェナビ」を見たと言うとスムーズです♪"
めいどりーみん 新宿 東口店,http://concafenavi.com/maidreamin-shinjuku/,店名,めいどりーみん 新宿 東口店,ジャンル,メイドカフェ,TEL,"03-6457-7699
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都新宿区新宿3-22-10,交通手段,JR「新宿駅」（東口）より徒歩2分　徒歩ルート（Google map）,営業時間,"11:30～23:00
※平日及び土日祝共に変わらず上記の時間となります。",定休日,年中無休,予算,"1時間 500円 / 1オーダー
延長 500円 / 1オーダー",支払い方法,"クレジットカード可
銀聯カード利用可
電子決済「WeChatPay」「Alipay」「PayPay」がご利用頂けます。",席数,1F：26席／2F：20席,予約,—,貸切,—,団体利用,—,飲酒,"もちろん飲めます。お酒を含め飲み放題は55種類から選べます。
シャンパンもワインなどもご用意しております。",禁煙・喫煙,全席禁煙／喫煙スペース有り,駐車場,—,Wifi・無線LAN,ソフトバンクWiFiスポット,外国語メニュー,—,ホームページ,https://maidreamin.com/shop/detail.html?id=9
アフィリア・クロニクルS,http://concafenavi.com/afilia-chronicle-s/,店名,アフィリア・クロニクルS,ジャンル,レストラン（コンセプトカフェ・コンカフェ）,TEL,"03-6206-8650
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都千代田区外神田4-4-3　秋葉原SILビル8F,交通手段,秋葉原駅より徒歩5分　徒歩ルート（Google map）,営業時間,"平日
11:30〜22:30
土日祝
10:00〜22:30",定休日,なし,予算,1時間毎に700円（女性400円）のテーブルチャージ,支払い方法,クレジットカード可,席数,—,予約,不可,貸切,可,団体利用,—,飲酒,可,禁煙・喫煙,分煙,駐車場,無し,Wifi・無線LAN,—,外国語メニュー,—,利用シーン,—,サービス,—,ホームページ,https://afilia.jp/shop/chronicle_s/,公式Twitter,—,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,"—
「コンカフェナビ」を見たと言うとスムーズです♪"
男装カフェ＆Bar QUEENDOLCE,http://concafenavi.com/queen-dolce/,店名,男装カフェ＆Bar QUEENDOLCE,ジャンル,男装カフェ＆Bar（コンセプトカフェ・コンカフェ）,TEL,"03-3252-2031
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都千代田区外神田3-15-6　小暮末広ビル４F,交通手段,秋葉原駅から徒歩6分　徒歩ルート（Google map）,営業時間,"火～金曜日　17：00～22：30
土日祝日　14：00～22：00",定休日,毎週月曜日,予算,—,支払い方法,クレジットカード可,席数,—,予約,—,貸切,不可,団体利用,不可,飲酒,可,禁煙・喫煙,可,駐車場,—,Wifi・無線LAN,あり,外国語メニュー,無し,利用シーン,一緒にワイワイ楽しむ / マッタリした雰囲気 / 癒されたい / カップルでも楽しい,サービス,チェキ、写真が撮れる / 誕生日特典あり / ポイントカードあり,ホームページ,http://akibakotower.com/queen-dolce/,公式Twitter,—,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,—
mecafe（ミィカフェ）,http://concafenavi.com/mecafe/,店名,mecafe（ミィカフェ）,ジャンル,コンセプトカフェ・コンカフェ,TEL,—,住所,東京都台東区上野7-5-8　ワイズオービル地下1階,交通手段,上野駅 から徒歩３分　徒歩ルート（Google map）,営業時間,"平日 18時～23時
土日祝 12時～23時
金・土・祝前日 朝5時まで",定休日,—,予算,チャージ料１時間700円（税別）＋1ドリンク800円（税別）〜,支払い方法,—,席数,—,予約,—,貸切,—,団体利用,—,飲酒,—,禁煙・喫煙,—,駐車場,—,Wifi・無線LAN,—,外国語メニュー,—,利用シーン,—,サービス,—,ホームページ,—,公式Twitter,https://twitter.com/mecafeofficial,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,—
ナチュラリア 秋葉原店,http://concafenavi.com/s-naturalia-akihabara/,店名,ナチュラリア 秋葉原店,ジャンル,すっぴんカフェバー（コンセプトカフェ・コンカフェ）,TEL,"03-5207-2623
「コンカフェナビ」を見たと言うとスムーズです♪",住所,東京都千代田区外神田4丁目4-9　松井ビル3F,交通手段,秋葉原駅より徒歩５分　徒歩ルート（Google map）,営業時間,"平日16:00～23:00
土日12:00～23:00",定休日,年中無休,予算,"男性のお客様
10分400円(税別)飲み放題
チャージ 500円（会員登録により無料）
女性のお客様
10分200円(税別)飲み放題
チャージ 500円（会員登録により無料）",支払い方法,—,席数,—,予約,可,貸切,可,団体利用,可,飲酒,可,禁煙・喫煙,—,駐車場,—,Wifi・無線LAN,—,外国語メニュー,—,利用シーン,—,サービス,—,ホームページ,https://s-naturalia.com/,公式Twitter,—,備考,—,クーポン,コンカフェナビ見たで「–」,内容,—,時給,—,採用条件,—,待遇,—,求人用連絡先,"—
「コンカフェナビ」を見たと言うとスムーズです♪"
